aligned_dna_short_read_id	aligned_dna_short_read_file	md5sum	quality_issues	experiment_dna_short_read_id	reference_assembly	analysis_details	reference_assembly_details	alignment_software	reference_assembly_uri	mean_coverage	aligned_dna_short_read_index_file
PMGRC-755-753-1_1	gs://fc-secure-d51a3189-b6f6-4a27-a2d5-315086c78034/cram/PMGRC-755-753-1.cram	f4a9a31af0e30485801889ba71e7986b	NA	PMGRC-755-753-1	GRCh38	Raw reads were trimmed with fastp 0.23.2 and aligned to GRCh38 (no alts) with bwa 0.7.17. Duplicates were marked and removed with GATK 4.3.0 MarkDuplicates, and BQSR was applied. Mean depth was computed with somalier 0.2.16.	GRCh38, no alts	bwa 0.7.17	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/001/405/GCA_000001405.15_GRCh38/seqs_for_alignment_pipelines.ucsc_ids/GCA_000001405.15_GRCh38_no_alt_analysis_set.fna.gz	38.7	gs://fc-secure-d51a3189-b6f6-4a27-a2d5-315086c78034/cram/PMGRC-755-753-1.crai
PMGRC-759-760-2_1	gs://fc-secure-d51a3189-b6f6-4a27-a2d5-315086c78034/cram/PMGRC-759-760-2.cram	5af6453374f938552def6c8978e4646e	NA	PMGRC-759-760-2	GRCh38	Raw reads were trimmed with fastp 0.23.2 and aligned to GRCh38 (no alts) with bwa 0.7.17. Duplicates were marked and removed with GATK 4.3.0 MarkDuplicates, and BQSR was applied. Mean depth was computed with somalier 0.2.16.	GRCh38, no alts	bwa 0.7.17	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/001/405/GCA_000001405.15_GRCh38/seqs_for_alignment_pipelines.ucsc_ids/GCA_000001405.15_GRCh38_no_alt_analysis_set.fna.gz	32.7	gs://fc-secure-d51a3189-b6f6-4a27-a2d5-315086c78034/cram/PMGRC-759-760-2.crai
PMGRC-760-760-0_1	gs://fc-secure-d51a3189-b6f6-4a27-a2d5-315086c78034/cram/PMGRC-760-760-0.cram	ef9492324010478a5f6a652b0ff71f7f	NA	PMGRC-760-760-0	GRCh38	Raw reads were trimmed with fastp 0.23.2 and aligned to GRCh38 (no alts) with bwa 0.7.17. Duplicates were marked and removed with GATK 4.3.0 MarkDuplicates, and BQSR was applied. Mean depth was computed with somalier 0.2.16.	GRCh38, no alts	bwa 0.7.17	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/001/405/GCA_000001405.15_GRCh38/seqs_for_alignment_pipelines.ucsc_ids/GCA_000001405.15_GRCh38_no_alt_analysis_set.fna.gz	44.3	gs://fc-secure-d51a3189-b6f6-4a27-a2d5-315086c78034/cram/PMGRC-760-760-0.crai
PMGRC-761-760-1_1	gs://fc-secure-d51a3189-b6f6-4a27-a2d5-315086c78034/cram/PMGRC-761-760-1.cram	2ea90eb3c8549322214512ea41bcb627	NA	PMGRC-761-760-1	GRCh38	Raw reads were trimmed with fastp 0.23.2 and aligned to GRCh38 (no alts) with bwa 0.7.17. Duplicates were marked and removed with GATK 4.3.0 MarkDuplicates, and BQSR was applied. Mean depth was computed with somalier 0.2.16.	GRCh38, no alts	bwa 0.7.17	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/001/405/GCA_000001405.15_GRCh38/seqs_for_alignment_pipelines.ucsc_ids/GCA_000001405.15_GRCh38_no_alt_analysis_set.fna.gz	48.1	gs://fc-secure-d51a3189-b6f6-4a27-a2d5-315086c78034/cram/PMGRC-761-760-1.crai
PMGRC-700-700-0_1	gs://fc-secure-d51a3189-b6f6-4a27-a2d5-315086c78034/cram/PMGRC-700-700-0.cram	17c7ed0beeb6cfc32324e8cb4c700d3e	NA	PMGRC-700-700-0	GRCh38	Raw reads were trimmed with fastp 0.23.2 and aligned to GRCh38 (no alts) with bwa 0.7.17. Duplicates were marked and removed with GATK 4.3.0 MarkDuplicates, and BQSR was applied. Mean depth was computed with somalier 0.2.16.	GRCh38, no alts	bwa 0.7.17	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/001/405/GCA_000001405.15_GRCh38/seqs_for_alignment_pipelines.ucsc_ids/GCA_000001405.15_GRCh38_no_alt_analysis_set.fna.gz	37.1	gs://fc-secure-d51a3189-b6f6-4a27-a2d5-315086c78034/cram/PMGRC-700-700-0.crai
PMGRC-768-770-1_1	gs://fc-secure-d51a3189-b6f6-4a27-a2d5-315086c78034/cram/PMGRC-768-770-1.cram	7272226fdf4114dfed3a19c742391f85	NA	PMGRC-768-770-1	GRCh38	Raw reads were trimmed with fastp 0.23.2 and aligned to GRCh38 (no alts) with bwa 0.7.17. Duplicates were marked and removed with GATK 4.3.0 MarkDuplicates, and BQSR was applied. Mean depth was computed with somalier 0.2.16.	GRCh38, no alts	bwa 0.7.17	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/001/405/GCA_000001405.15_GRCh38/seqs_for_alignment_pipelines.ucsc_ids/GCA_000001405.15_GRCh38_no_alt_analysis_set.fna.gz	39.3	gs://fc-secure-d51a3189-b6f6-4a27-a2d5-315086c78034/cram/PMGRC-768-770-1.crai
PMGRC-769-770-2_1	gs://fc-secure-d51a3189-b6f6-4a27-a2d5-315086c78034/cram/PMGRC-769-770-2.cram	e1d3ca06e25463fa128f5e0dcb30fb18	NA	PMGRC-769-770-2	GRCh38	Raw reads were trimmed with fastp 0.23.2 and aligned to GRCh38 (no alts) with bwa 0.7.17. Duplicates were marked and removed with GATK 4.3.0 MarkDuplicates, and BQSR was applied. Mean depth was computed with somalier 0.2.16.	GRCh38, no alts	bwa 0.7.17	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/001/405/GCA_000001405.15_GRCh38/seqs_for_alignment_pipelines.ucsc_ids/GCA_000001405.15_GRCh38_no_alt_analysis_set.fna.gz	44.9	gs://fc-secure-d51a3189-b6f6-4a27-a2d5-315086c78034/cram/PMGRC-769-770-2.crai
PMGRC-772-772-0_1	gs://fc-secure-d51a3189-b6f6-4a27-a2d5-315086c78034/cram/PMGRC-772-772-0.cram	39df4548e3a535907a62fe0b492f959e	NA	PMGRC-772-772-0	GRCh38	Raw reads were trimmed with fastp 0.23.2 and aligned to GRCh38 (no alts) with bwa 0.7.17. Duplicates were marked and removed with GATK 4.3.0 MarkDuplicates, and BQSR was applied. Mean depth was computed with somalier 0.2.16.	GRCh38, no alts	bwa 0.7.17	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/001/405/GCA_000001405.15_GRCh38/seqs_for_alignment_pipelines.ucsc_ids/GCA_000001405.15_GRCh38_no_alt_analysis_set.fna.gz	30.4	gs://fc-secure-d51a3189-b6f6-4a27-a2d5-315086c78034/cram/PMGRC-772-772-0.crai
PMGRC-784-784-0_1	gs://fc-secure-d51a3189-b6f6-4a27-a2d5-315086c78034/cram/PMGRC-784-784-0.cram	56c15fd2887771c376de0cd7f2704075	NA	PMGRC-784-784-0	GRCh38	Raw reads were trimmed with fastp 0.23.2 and aligned to GRCh38 (no alts) with bwa 0.7.17. Duplicates were marked and removed with GATK 4.3.0 MarkDuplicates, and BQSR was applied. Mean depth was computed with somalier 0.2.16.	GRCh38, no alts	bwa 0.7.17	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/001/405/GCA_000001405.15_GRCh38/seqs_for_alignment_pipelines.ucsc_ids/GCA_000001405.15_GRCh38_no_alt_analysis_set.fna.gz	36	gs://fc-secure-d51a3189-b6f6-4a27-a2d5-315086c78034/cram/PMGRC-784-784-0.crai
PMGRC-785-784-2_1	gs://fc-secure-d51a3189-b6f6-4a27-a2d5-315086c78034/cram/PMGRC-785-784-2.cram	0736eaec3af13c75a27a8377bc8c4f2d	NA	PMGRC-785-784-2	GRCh38	Raw reads were trimmed with fastp 0.23.2 and aligned to GRCh38 (no alts) with bwa 0.7.17. Duplicates were marked and removed with GATK 4.3.0 MarkDuplicates, and BQSR was applied. Mean depth was computed with somalier 0.2.16.	GRCh38, no alts	bwa 0.7.17	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/001/405/GCA_000001405.15_GRCh38/seqs_for_alignment_pipelines.ucsc_ids/GCA_000001405.15_GRCh38_no_alt_analysis_set.fna.gz	42.1	gs://fc-secure-d51a3189-b6f6-4a27-a2d5-315086c78034/cram/PMGRC-785-784-2.crai
PMGRC-786-784-1_1	gs://fc-secure-d51a3189-b6f6-4a27-a2d5-315086c78034/cram/PMGRC-786-784-1.cram	b6563404628315aeda8842a9125a60a1	NA	PMGRC-786-784-1	GRCh38	Raw reads were trimmed with fastp 0.23.2 and aligned to GRCh38 (no alts) with bwa 0.7.17. Duplicates were marked and removed with GATK 4.3.0 MarkDuplicates, and BQSR was applied. Mean depth was computed with somalier 0.2.16.	GRCh38, no alts	bwa 0.7.17	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/001/405/GCA_000001405.15_GRCh38/seqs_for_alignment_pipelines.ucsc_ids/GCA_000001405.15_GRCh38_no_alt_analysis_set.fna.gz	43.1	gs://fc-secure-d51a3189-b6f6-4a27-a2d5-315086c78034/cram/PMGRC-786-784-1.crai
PMGRC-787-784-3_1	gs://fc-secure-d51a3189-b6f6-4a27-a2d5-315086c78034/cram/PMGRC-787-784-3.cram	84a2f02f1eb6fecd4a343e8d03521639	NA	PMGRC-787-784-3	GRCh38	Raw reads were trimmed with fastp 0.23.2 and aligned to GRCh38 (no alts) with bwa 0.7.17. Duplicates were marked and removed with GATK 4.3.0 MarkDuplicates, and BQSR was applied. Mean depth was computed with somalier 0.2.16.	GRCh38, no alts	bwa 0.7.17	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/001/405/GCA_000001405.15_GRCh38/seqs_for_alignment_pipelines.ucsc_ids/GCA_000001405.15_GRCh38_no_alt_analysis_set.fna.gz	38	gs://fc-secure-d51a3189-b6f6-4a27-a2d5-315086c78034/cram/PMGRC-787-784-3.crai
PMGRC-788-784-3_1	gs://fc-secure-d51a3189-b6f6-4a27-a2d5-315086c78034/cram/PMGRC-788-784-3.cram	441da5cbc144a51de626780fb99eec64	NA	PMGRC-788-784-3	GRCh38	Raw reads were trimmed with fastp 0.23.2 and aligned to GRCh38 (no alts) with bwa 0.7.17. Duplicates were marked and removed with GATK 4.3.0 MarkDuplicates, and BQSR was applied. Mean depth was computed with somalier 0.2.16.	GRCh38, no alts	bwa 0.7.17	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/001/405/GCA_000001405.15_GRCh38/seqs_for_alignment_pipelines.ucsc_ids/GCA_000001405.15_GRCh38_no_alt_analysis_set.fna.gz	38.3	gs://fc-secure-d51a3189-b6f6-4a27-a2d5-315086c78034/cram/PMGRC-788-784-3.crai
PMGRC-791-791-0_1	gs://fc-secure-d51a3189-b6f6-4a27-a2d5-315086c78034/cram/PMGRC-791-791-0.cram	778bb53b2eaa6ee507cdfd002f471d9c	NA	PMGRC-791-791-0	GRCh38	Raw reads were trimmed with fastp 0.23.2 and aligned to GRCh38 (no alts) with bwa 0.7.17. Duplicates were marked and removed with GATK 4.3.0 MarkDuplicates, and BQSR was applied. Mean depth was computed with somalier 0.2.16.	GRCh38, no alts	bwa 0.7.17	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/001/405/GCA_000001405.15_GRCh38/seqs_for_alignment_pipelines.ucsc_ids/GCA_000001405.15_GRCh38_no_alt_analysis_set.fna.gz	36.1	gs://fc-secure-d51a3189-b6f6-4a27-a2d5-315086c78034/cram/PMGRC-791-791-0.crai
PMGRC-792-791-2_1	gs://fc-secure-d51a3189-b6f6-4a27-a2d5-315086c78034/cram/PMGRC-792-791-2.cram	60eebce8c50e4f1e271786ebf36df062	NA	PMGRC-792-791-2	GRCh38	Raw reads were trimmed with fastp 0.23.2 and aligned to GRCh38 (no alts) with bwa 0.7.17. Duplicates were marked and removed with GATK 4.3.0 MarkDuplicates, and BQSR was applied. Mean depth was computed with somalier 0.2.16.	GRCh38, no alts	bwa 0.7.17	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/001/405/GCA_000001405.15_GRCh38/seqs_for_alignment_pipelines.ucsc_ids/GCA_000001405.15_GRCh38_no_alt_analysis_set.fna.gz	58.5	gs://fc-secure-d51a3189-b6f6-4a27-a2d5-315086c78034/cram/PMGRC-792-791-2.crai
PMGRC-793-793-0_1	gs://fc-secure-d51a3189-b6f6-4a27-a2d5-315086c78034/cram/PMGRC-793-793-0.cram	1a60606181d692bb0658ea49df4bb48b	NA	PMGRC-793-793-0	GRCh38	Raw reads were trimmed with fastp 0.23.2 and aligned to GRCh38 (no alts) with bwa 0.7.17. Duplicates were marked and removed with GATK 4.3.0 MarkDuplicates, and BQSR was applied. Mean depth was computed with somalier 0.2.16.	GRCh38, no alts	bwa 0.7.17	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/001/405/GCA_000001405.15_GRCh38/seqs_for_alignment_pipelines.ucsc_ids/GCA_000001405.15_GRCh38_no_alt_analysis_set.fna.gz	44.1	gs://fc-secure-d51a3189-b6f6-4a27-a2d5-315086c78034/cram/PMGRC-793-793-0.crai
PMGRC-794-793-2_1	gs://fc-secure-d51a3189-b6f6-4a27-a2d5-315086c78034/cram/PMGRC-794-793-2.cram	474e5558d842287efcdf52b73d908433	NA	PMGRC-794-793-2	GRCh38	Raw reads were trimmed with fastp 0.23.2 and aligned to GRCh38 (no alts) with bwa 0.7.17. Duplicates were marked and removed with GATK 4.3.0 MarkDuplicates, and BQSR was applied. Mean depth was computed with somalier 0.2.16.	GRCh38, no alts	bwa 0.7.17	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/001/405/GCA_000001405.15_GRCh38/seqs_for_alignment_pipelines.ucsc_ids/GCA_000001405.15_GRCh38_no_alt_analysis_set.fna.gz	53.8	gs://fc-secure-d51a3189-b6f6-4a27-a2d5-315086c78034/cram/PMGRC-794-793-2.crai
PMGRC-795-793-1_1	gs://fc-secure-d51a3189-b6f6-4a27-a2d5-315086c78034/cram/PMGRC-795-793-1.cram	4106cd614aa10b7dad1e5a5c8617f68d	NA	PMGRC-795-793-1	GRCh38	Raw reads were trimmed with fastp 0.23.2 and aligned to GRCh38 (no alts) with bwa 0.7.17. Duplicates were marked and removed with GATK 4.3.0 MarkDuplicates, and BQSR was applied. Mean depth was computed with somalier 0.2.16.	GRCh38, no alts	bwa 0.7.17	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/001/405/GCA_000001405.15_GRCh38/seqs_for_alignment_pipelines.ucsc_ids/GCA_000001405.15_GRCh38_no_alt_analysis_set.fna.gz	35.7	gs://fc-secure-d51a3189-b6f6-4a27-a2d5-315086c78034/cram/PMGRC-795-793-1.crai
PMGRC-801-801-0_1	gs://fc-secure-d51a3189-b6f6-4a27-a2d5-315086c78034/cram/PMGRC-801-801-0.cram	4c1ffc7a8add1c4b4818387cd25d8569	NA	PMGRC-801-801-0	GRCh38	Raw reads were trimmed with fastp 0.23.2 and aligned to GRCh38 (no alts) with bwa 0.7.17. Duplicates were marked and removed with GATK 4.3.0 MarkDuplicates, and BQSR was applied. Mean depth was computed with somalier 0.2.16.	GRCh38, no alts	bwa 0.7.17	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/001/405/GCA_000001405.15_GRCh38/seqs_for_alignment_pipelines.ucsc_ids/GCA_000001405.15_GRCh38_no_alt_analysis_set.fna.gz	37	gs://fc-secure-d51a3189-b6f6-4a27-a2d5-315086c78034/cram/PMGRC-801-801-0.crai
PMGRC-802-802-0_1	gs://fc-secure-d51a3189-b6f6-4a27-a2d5-315086c78034/cram/PMGRC-802-802-0.cram	d64fd92a5fcfcc9faa8ee2ec6c79edd4	NA	PMGRC-802-802-0	GRCh38	Raw reads were trimmed with fastp 0.23.2 and aligned to GRCh38 (no alts) with bwa 0.7.17. Duplicates were marked and removed with GATK 4.3.0 MarkDuplicates, and BQSR was applied. Mean depth was computed with somalier 0.2.16.	GRCh38, no alts	bwa 0.7.17	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/001/405/GCA_000001405.15_GRCh38/seqs_for_alignment_pipelines.ucsc_ids/GCA_000001405.15_GRCh38_no_alt_analysis_set.fna.gz	42.1	gs://fc-secure-d51a3189-b6f6-4a27-a2d5-315086c78034/cram/PMGRC-802-802-0.crai
PMGRC-803-802-2_1	gs://fc-secure-d51a3189-b6f6-4a27-a2d5-315086c78034/cram/PMGRC-803-802-2.cram	f7fd54c01003ad3d2b771fc5dc6b39ed	NA	PMGRC-803-802-2	GRCh38	Raw reads were trimmed with fastp 0.23.2 and aligned to GRCh38 (no alts) with bwa 0.7.17. Duplicates were marked and removed with GATK 4.3.0 MarkDuplicates, and BQSR was applied. Mean depth was computed with somalier 0.2.16.	GRCh38, no alts	bwa 0.7.17	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/001/405/GCA_000001405.15_GRCh38/seqs_for_alignment_pipelines.ucsc_ids/GCA_000001405.15_GRCh38_no_alt_analysis_set.fna.gz	41.4	gs://fc-secure-d51a3189-b6f6-4a27-a2d5-315086c78034/cram/PMGRC-803-802-2.crai
PMGRC-804-802-1_1	gs://fc-secure-d51a3189-b6f6-4a27-a2d5-315086c78034/cram/PMGRC-804-802-1.cram	c3a38e5ed108fbfa8f36dcd671f0ec57	NA	PMGRC-804-802-1	GRCh38	Raw reads were trimmed with fastp 0.23.2 and aligned to GRCh38 (no alts) with bwa 0.7.17. Duplicates were marked and removed with GATK 4.3.0 MarkDuplicates, and BQSR was applied. Mean depth was computed with somalier 0.2.16.	GRCh38, no alts	bwa 0.7.17	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/001/405/GCA_000001405.15_GRCh38/seqs_for_alignment_pipelines.ucsc_ids/GCA_000001405.15_GRCh38_no_alt_analysis_set.fna.gz	52.8	gs://fc-secure-d51a3189-b6f6-4a27-a2d5-315086c78034/cram/PMGRC-804-802-1.crai
PMGRC-827-827-0_1	gs://fc-secure-d51a3189-b6f6-4a27-a2d5-315086c78034/cram/PMGRC-827-827-0.cram	76789df9f7c98b2a123f2e9349c50f66	NA	PMGRC-827-827-0	GRCh38	Raw reads were trimmed with fastp 0.23.2 and aligned to GRCh38 (no alts) with bwa 0.7.17. Duplicates were marked and removed with GATK 4.3.0 MarkDuplicates, and BQSR was applied. Mean depth was computed with somalier 0.2.16.	GRCh38, no alts	bwa 0.7.17	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/001/405/GCA_000001405.15_GRCh38/seqs_for_alignment_pipelines.ucsc_ids/GCA_000001405.15_GRCh38_no_alt_analysis_set.fna.gz	40	gs://fc-secure-d51a3189-b6f6-4a27-a2d5-315086c78034/cram/PMGRC-827-827-0.crai
PMGRC-828-827-3_1	gs://fc-secure-d51a3189-b6f6-4a27-a2d5-315086c78034/cram/PMGRC-828-827-3.cram	59415ce9b0b849bc743837d478745d42	NA	PMGRC-828-827-3	GRCh38	Raw reads were trimmed with fastp 0.23.2 and aligned to GRCh38 (no alts) with bwa 0.7.17. Duplicates were marked and removed with GATK 4.3.0 MarkDuplicates, and BQSR was applied. Mean depth was computed with somalier 0.2.16.	GRCh38, no alts	bwa 0.7.17	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/001/405/GCA_000001405.15_GRCh38/seqs_for_alignment_pipelines.ucsc_ids/GCA_000001405.15_GRCh38_no_alt_analysis_set.fna.gz	45.5	gs://fc-secure-d51a3189-b6f6-4a27-a2d5-315086c78034/cram/PMGRC-828-827-3.crai
PMGRC-829-827-2_1	gs://fc-secure-d51a3189-b6f6-4a27-a2d5-315086c78034/cram/PMGRC-829-827-2.cram	d6b237fb11d7e49833ddec834b18f1ec	NA	PMGRC-829-827-2	GRCh38	Raw reads were trimmed with fastp 0.23.2 and aligned to GRCh38 (no alts) with bwa 0.7.17. Duplicates were marked and removed with GATK 4.3.0 MarkDuplicates, and BQSR was applied. Mean depth was computed with somalier 0.2.16.	GRCh38, no alts	bwa 0.7.17	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/001/405/GCA_000001405.15_GRCh38/seqs_for_alignment_pipelines.ucsc_ids/GCA_000001405.15_GRCh38_no_alt_analysis_set.fna.gz	40.2	gs://fc-secure-d51a3189-b6f6-4a27-a2d5-315086c78034/cram/PMGRC-829-827-2.crai
PMGRC-830-827-1_1	gs://fc-secure-d51a3189-b6f6-4a27-a2d5-315086c78034/cram/PMGRC-830-827-1.cram	9b638aa35859e3769091e8bc88f25dd0	NA	PMGRC-830-827-1	GRCh38	Raw reads were trimmed with fastp 0.23.2 and aligned to GRCh38 (no alts) with bwa 0.7.17. Duplicates were marked and removed with GATK 4.3.0 MarkDuplicates, and BQSR was applied. Mean depth was computed with somalier 0.2.16.	GRCh38, no alts	bwa 0.7.17	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/001/405/GCA_000001405.15_GRCh38/seqs_for_alignment_pipelines.ucsc_ids/GCA_000001405.15_GRCh38_no_alt_analysis_set.fna.gz	54.1	gs://fc-secure-d51a3189-b6f6-4a27-a2d5-315086c78034/cram/PMGRC-830-827-1.crai
PMGRC-637-635-3_1	gs://fc-secure-d51a3189-b6f6-4a27-a2d5-315086c78034/cram/PMGRC-637-635-3.cram	b099fbff1ee37e43471ca0f637672ba4	NA	PMGRC-637-635-3	GRCh38	Raw reads were trimmed with fastp 0.23.2 and aligned to GRCh38 (no alts) with bwa 0.7.17. Duplicates were marked and removed with GATK 4.3.0 MarkDuplicates, and BQSR was applied. Mean depth was computed with somalier 0.2.16.	GRCh38, no alts	bwa 0.7.17	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/001/405/GCA_000001405.15_GRCh38/seqs_for_alignment_pipelines.ucsc_ids/GCA_000001405.15_GRCh38_no_alt_analysis_set.fna.gz	49.6	gs://fc-secure-d51a3189-b6f6-4a27-a2d5-315086c78034/cram/PMGRC-637-635-3.crai
PMGRC-638-635-3_1	gs://fc-secure-d51a3189-b6f6-4a27-a2d5-315086c78034/cram/PMGRC-638-635-3.cram	33a5a196083e707cd2f6134561a81a07	NA	PMGRC-638-635-3	GRCh38	Raw reads were trimmed with fastp 0.23.2 and aligned to GRCh38 (no alts) with bwa 0.7.17. Duplicates were marked and removed with GATK 4.3.0 MarkDuplicates, and BQSR was applied. Mean depth was computed with somalier 0.2.16.	GRCh38, no alts	bwa 0.7.17	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/001/405/GCA_000001405.15_GRCh38/seqs_for_alignment_pipelines.ucsc_ids/GCA_000001405.15_GRCh38_no_alt_analysis_set.fna.gz	51.2	gs://fc-secure-d51a3189-b6f6-4a27-a2d5-315086c78034/cram/PMGRC-638-635-3.crai
PMGRC-671-671-0_1	gs://fc-secure-d51a3189-b6f6-4a27-a2d5-315086c78034/cram/PMGRC-671-671-0.cram	8388588e256cf70d6d2d1f9fb7149abe	NA	PMGRC-671-671-0	GRCh38	Raw reads were trimmed with fastp 0.23.2 and aligned to GRCh38 (no alts) with bwa 0.7.17. Duplicates were marked and removed with GATK 4.3.0 MarkDuplicates, and BQSR was applied. Mean depth was computed with somalier 0.2.16.	GRCh38, no alts	bwa 0.7.17	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/001/405/GCA_000001405.15_GRCh38/seqs_for_alignment_pipelines.ucsc_ids/GCA_000001405.15_GRCh38_no_alt_analysis_set.fna.gz	46.5	gs://fc-secure-d51a3189-b6f6-4a27-a2d5-315086c78034/cram/PMGRC-671-671-0.crai
PMGRC-677-677-0_1	gs://fc-secure-d51a3189-b6f6-4a27-a2d5-315086c78034/cram/PMGRC-677-677-0.cram	6f35dfc96ceb72a857b28c81a253943b	NA	PMGRC-677-677-0	GRCh38	Raw reads were trimmed with fastp 0.23.2 and aligned to GRCh38 (no alts) with bwa 0.7.17. Duplicates were marked and removed with GATK 4.3.0 MarkDuplicates, and BQSR was applied. Mean depth was computed with somalier 0.2.16.	GRCh38, no alts	bwa 0.7.17	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/001/405/GCA_000001405.15_GRCh38/seqs_for_alignment_pipelines.ucsc_ids/GCA_000001405.15_GRCh38_no_alt_analysis_set.fna.gz	43.7	gs://fc-secure-d51a3189-b6f6-4a27-a2d5-315086c78034/cram/PMGRC-677-677-0.crai
PMGRC-698-697-2_1	gs://fc-secure-d51a3189-b6f6-4a27-a2d5-315086c78034/cram/PMGRC-698-697-2.cram	5616dc07d3afa5c796cc74e168804e7f	NA	PMGRC-698-697-2	GRCh38	Raw reads were trimmed with fastp 0.23.2 and aligned to GRCh38 (no alts) with bwa 0.7.17. Duplicates were marked and removed with GATK 4.3.0 MarkDuplicates, and BQSR was applied. Mean depth was computed with somalier 0.2.16.	GRCh38, no alts	bwa 0.7.17	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/001/405/GCA_000001405.15_GRCh38/seqs_for_alignment_pipelines.ucsc_ids/GCA_000001405.15_GRCh38_no_alt_analysis_set.fna.gz	42.1	gs://fc-secure-d51a3189-b6f6-4a27-a2d5-315086c78034/cram/PMGRC-698-697-2.crai
PMGRC-699-700-1_1	gs://fc-secure-d51a3189-b6f6-4a27-a2d5-315086c78034/cram/PMGRC-699-700-1.cram	60a892c70768a581bd2adf068b457f20	NA	PMGRC-699-700-1	GRCh38	Raw reads were trimmed with fastp 0.23.2 and aligned to GRCh38 (no alts) with bwa 0.7.17. Duplicates were marked and removed with GATK 4.3.0 MarkDuplicates, and BQSR was applied. Mean depth was computed with somalier 0.2.16.	GRCh38, no alts	bwa 0.7.17	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/001/405/GCA_000001405.15_GRCh38/seqs_for_alignment_pipelines.ucsc_ids/GCA_000001405.15_GRCh38_no_alt_analysis_set.fna.gz	38.8	gs://fc-secure-d51a3189-b6f6-4a27-a2d5-315086c78034/cram/PMGRC-699-700-1.crai
PMGRC-701-700-2_1	gs://fc-secure-d51a3189-b6f6-4a27-a2d5-315086c78034/cram/PMGRC-701-700-2.cram	73100f65bd14f56707e27e1fc9d24eb6	NA	PMGRC-701-700-2	GRCh38	Raw reads were trimmed with fastp 0.23.2 and aligned to GRCh38 (no alts) with bwa 0.7.17. Duplicates were marked and removed with GATK 4.3.0 MarkDuplicates, and BQSR was applied. Mean depth was computed with somalier 0.2.16.	GRCh38, no alts	bwa 0.7.17	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/001/405/GCA_000001405.15_GRCh38/seqs_for_alignment_pipelines.ucsc_ids/GCA_000001405.15_GRCh38_no_alt_analysis_set.fna.gz	48.3	gs://fc-secure-d51a3189-b6f6-4a27-a2d5-315086c78034/cram/PMGRC-701-700-2.crai
PMGRC-719-719-0_1	gs://fc-secure-d51a3189-b6f6-4a27-a2d5-315086c78034/cram/PMGRC-719-719-0.cram	97af4d5292f2f59b4cded57ae319ebc8	NA	PMGRC-719-719-0	GRCh38	Raw reads were trimmed with fastp 0.23.2 and aligned to GRCh38 (no alts) with bwa 0.7.17. Duplicates were marked and removed with GATK 4.3.0 MarkDuplicates, and BQSR was applied. Mean depth was computed with somalier 0.2.16.	GRCh38, no alts	bwa 0.7.17	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/001/405/GCA_000001405.15_GRCh38/seqs_for_alignment_pipelines.ucsc_ids/GCA_000001405.15_GRCh38_no_alt_analysis_set.fna.gz	66.7	gs://fc-secure-d51a3189-b6f6-4a27-a2d5-315086c78034/cram/PMGRC-719-719-0.crai
